,id,T,formula,database,zT_pred,zT_std
68381,413536,1000,Ga4Ge6Yb3,ICSD,1.33707,0.546933
65453,190715,1000,EuGe7Ir3,ICSD,1.33705,0.624025
80174,174577,1000,PbSe2,ICSD,1.33674,0.431916
72904,25304,700,I6Pb5S2,ICSD,1.3364,0.410759
10433,2101560,1000,Bi2Rh,COD,1.33593,0.473998
3103,174363,1000,As2AuPr,ICSD,1.33556,0.667952
4539,611244,1000,AsPt5Zn,ICSD,1.33508,0.495084
4845,4317041,1000,Au3In5Yb2,COD,1.33502,0.583422
68865,182921,1000,GaSe4Ta4Te4,ICSD,1.33441,0.672651
5006,8103439,1000,AuBr4Rb,COD,1.33437,0.630507
4355,193116,1000,AsIn2Pt8,ICSD,1.33427,0.462724
81862,1527196,1000,Tl3Y,COD,1.33409,0.615996
255,1509890,1000,Ag3AuTe2,COD,1.334,0.399498
70504,69035,1000,GeTe5Tl2,ICSD,1.33367,0.419756
10970,616892,1000,BiOsSe,ICSD,1.33337,0.579243
76519,1522968,1000,MnPbRh2,COD,1.33334,0.601768
10845,1523008,1000,BiITe,COD,1.33304,0.463006
74687,85460,1000,KSb2Se6Th,ICSD,1.33298,0.600618
5287,1510238,1000,AuMnSb,COD,1.33283,0.665697
70020,658747,1000,Ge6PtYb2,ICSD,1.33275,0.633764
62257,81996,1000,CsCu2TaTe4,ICSD,1.3326,0.676366
72252,74921,1000,Hg5I6Sb2,ICSD,1.33258,0.428046
4825,1510494,1000,Au3Eu2In4,COD,1.33254,0.625173
242,8103410,1000,Ag36Te22Tl7,COD,1.3324,0.417717
10814,408442,1000,BiGa2Se4,ICSD,1.33232,0.396436
73785,641056,1000,Ir4Sn13Sr3,ICSD,1.33188,0.571981
80029,600787,700,PSe4Tl3,ICSD,1.33169,0.337128
72783,26421,1000,I3MnTl,ICSD,1.33166,0.520315
72277,5910288,1000,HgIn2Se4,COD,1.33164,0.411067
4934,1510565,1000,Au5K,COD,1.33148,0.631619
80071,648389,1000,Pb13Pr3Rh4,ICSD,1.33133,0.62243
3871,180763,1000,As6BiK3Se12,ICSD,1.33095,0.547306
10997,9008914,1000,BiRh,COD,1.33088,0.525671
59928,1531163,1000,Co2Se2Tl,COD,1.33063,0.548086
75691,642494,1000,Lu2PbSe4,ICSD,1.33055,0.65881
11401,40521,700,Br4STl6,ICSD,1.33049,0.363566
80281,1522856,1000,Pd3Tl,COD,1.33035,0.495086
72241,80588,1000,Hg4I3Sb2,ICSD,1.33033,0.412439
56476,63340,1000,Cd2I7Tl3,ICSD,1.33017,0.471597
72366,247763,700,HgSe4SiTl2,ICSD,1.33014,0.322659
80144,1523932,1000,PbPd2Y,COD,1.33006,0.631236
11471,77381,1000,Br6Cs2Pt,ICSD,1.33005,0.654569
81522,4324132,700,Se4Tl4Zr,COD,1.32952,0.372356
65353,631512,1000,Eu3Pb13Rh4,ICSD,1.32901,0.612282
5092,9013496,1000,AuCu3,COD,1.32891,0.552375
2296,414262,1000,AlBiBr6,ICSD,1.32862,0.48853
69796,168863,1000,Ge3PtSr,ICSD,1.32848,0.638751
77885,4335669,1000,Nd2PbZn5,COD,1.32797,0.598049
4838,4117647,1000,Au3GeSr,COD,1.32788,0.68618
10443,617096,1000,Bi2Se3,ICSD,1.3277,0.454899
10671,411218,700,BiBr7Hg6Sb4,ICSD,1.32759,0.39822
5000,1510609,1000,AuBr,COD,1.3275,0.45662
68134,5910282,1000,Ga2HgSe4,COD,1.3275,0.407935
80173,648514,1000,PbSe,ICSD,1.32742,0.417851
497,32031,1000,AgAu3I8Rb2,ICSD,1.32724,0.631221
73647,640520,1000,InSe2Ta,ICSD,1.32701,0.584069
4342,610664,1000,AsHgPd5,ICSD,1.3261,0.454788
10581,9011943,1000,Bi4Se3,COD,1.32608,0.440229
62928,75112,1000,Cu2KSe4Ta,ICSD,1.32591,0.667135
65446,631294,1000,EuGe3Ir,ICSD,1.32574,0.63116
5335,4000517,700,AuPSe3Tl,COD,1.32573,0.397646
68062,153211,1000,Ga12PtTb4,ICSD,1.32544,0.559325
68541,658051,1000,Ga9Pt2Y3,ICSD,1.3251,0.5702
73057,415864,1000,In22Nd6Pt13,ICSD,1.325,0.551929
4734,1510431,1000,Au2InTh,COD,1.32488,0.640039
4992,1510598,1000,AuBiBr6,COD,1.32474,0.452037
10516,20386,1000,Bi3Se4,ICSD,1.32464,0.452347
69401,189406,1000,Ge13Pt4Y3,ICSD,1.32456,0.600702
1030,1509557,700,AgTeTl,COD,1.32455,0.30393
81519,36370,700,Se4TiTl4,ICSD,1.32423,0.362366
11428,237339,700,Br5Hg6S4Tl,ICSD,1.32384,0.504858
69640,43684,1000,Ge2Pt,ICSD,1.32376,0.528097
57534,412145,1000,CeGa4Os,ICSD,1.32358,0.567752
69642,637655,1000,Ge2Pt2Tb,ICSD,1.32353,0.660972
69794,43683,1000,Ge3Pt2,ICSD,1.32333,0.527642
11292,411521,700,Br3Hg3Sb2Tl,ICSD,1.32283,0.401825
68069,634317,1000,Ga16Hf6Ni7,ICSD,1.32267,0.526568
5405,1510324,1000,AuZn3,COD,1.32162,0.515136
10649,42665,1000,Bi8Se9,ICSD,1.32157,0.446698
81808,410895,1000,Te3Tl2,ICSD,1.32135,0.373707
11004,9008603,1000,BiSe,COD,1.32115,0.441482
4658,4333317,1000,Au2CeIn4,COD,1.32114,0.544847
5103,611768,700,AuCuSn,ICSD,1.32106,0.355682
10836,417537,1000,BiI6Tl3,ICSD,1.32084,0.431233
81778,652962,1000,TbTe2Tl,ICSD,1.32037,0.614033
73846,1522487,1000,IrMnSn,COD,1.3203,0.662057
3803,410814,700,As4Hg7I6Sn,ICSD,1.32003,0.378166
4964,1510585,1000,Au7Ga2,COD,1.32003,0.491228
57030,7222183,700,CdSbTl,COD,1.31996,0.290027
4814,1510487,1000,Au3Ce2In5,COD,1.31957,0.603269
11455,411965,1000,Br5Te4U,ICSD,1.31951,0.4924
3740,411861,700,As4Br6Hg6Sn,ICSD,1.31928,0.394397
10485,417538,1000,Bi3I16Tl7,ICSD,1.31921,0.430355
3739,417039,700,As4Br6CdHg6,ICSD,1.31906,0.402302
73044,415513,1000,In16Pt7Tb2,ICSD,1.31892,0.481765
10184,410740,700,Bi14I12IrSi2,ICSD,1.31872,0.340185
64333,412576,1000,Dy2In16Pt7,ICSD,1.31857,0.481291
9343,174264,1000,BaGe3Ir,ICSD,1.31845,0.647168
68237,600145,1000,Ga2PdYb,ICSD,1.31842,0.544755
70313,186940,1000,GeNbPt,ICSD,1.31835,0.71944
80160,105607,1000,PbRh,ICSD,1.31796,0.578284
5125,7209385,1000,AuEuIn2,COD,1.31783,0.629725
4807,1510482,700,Au3Ca2In4,COD,1.31783,0.476683
73287,402126,1000,In5Se7Tl,ICSD,1.31755,0.438156
11274,36217,1000,Br3FeTl,ICSD,1.31754,0.508809
10534,415130,700,Bi4Br4Ga,ICSD,1.31734,0.304283
80185,648621,1000,PbTe3Tl4,ICSD,1.31714,0.404281
80604,77955,1000,Pt3Se8Ta2,ICSD,1.31702,0.559739
11041,33911,1000,Br10RbRe3,ICSD,1.31664,0.630304
4643,7209399,1000,Au2Br11Cs3,COD,1.31647,0.653657
81669,652677,1000,SmTe2Tl,ICSD,1.3162,0.623844
8963,78770,1000,BaBr6Th,ICSD,1.31618,0.662644
4721,4333316,1000,Au2In4La,COD,1.31618,0.547503
72255,1523591,1000,Hg5Pd2,COD,1.31571,0.460413
10648,42664,1000,Bi8Se7,ICSD,1.31544,0.441773
80642,649564,1000,Pt5SbSi,ICSD,1.31498,0.589085
63827,190121,1000,CuHfSn,ICSD,1.3149,0.633253
72147,410566,1000,Hg11K,ICSD,1.31475,0.551364
72273,1527143,1000,HgI6Tl4,COD,1.31459,0.444278
62746,413486,1000,Cu11Sn8Yb5,ICSD,1.31436,0.565766
11595,418796,700,Br9Nb2S4Tl5,ICSD,1.31431,0.535629
56825,4000657,700,CdGeTe4Tl2,COD,1.31375,0.249977
70109,4000659,700,GeHgTe4Tl2,COD,1.31336,0.260821
68166,600155,1000,Ga2LuPd,ICSD,1.31331,0.555023
72884,86895,1000,I5PbTl3,ICSD,1.31291,0.431394
72809,7221381,1000,I3PbTl,COD,1.31283,0.424313
57617,54553,1000,CeIn2Pt2,ICSD,1.31268,0.626403
3741,411481,700,As4Br7CrHg6,ICSD,1.31264,0.410226
11492,411860,700,Br6Hg7P4Sn,ICSD,1.31249,0.492994
72906,7221245,1000,I6PbTl4,COD,1.31238,0.432845
80534,649434,1000,PrTe2Tl,ICSD,1.31221,0.630241
4681,4508133,1000,Au2EuIn4,COD,1.31211,0.556063
56141,58902,1000,CaHg11,ICSD,1.31197,0.525345
78095,646038,1000,NdTe2Tl,ICSD,1.31195,0.627427
10441,9008043,700,Bi2STe2,COD,1.3118,0.455908
72234,1522700,1000,Hg3Zr,COD,1.31105,0.576745
70101,25741,1000,GeHfSe,ICSD,1.31083,0.664583
10673,421436,1000,BiBr9W3,ICSD,1.31071,0.557403
70102,25743,1000,GeHfTe,ICSD,1.31068,0.633349
68145,413557,1000,Ga2Ir,ICSD,1.31025,0.531482
63645,627409,1000,CuGaHf,ICSD,1.31014,0.666249
3161,415410,700,As2Br3CuHg3,ICSD,1.31004,0.421124
80584,78787,1000,Pt2Te3Tl,ICSD,1.30985,0.437529
5214,9009001,1000,AuIn2,COD,1.30974,0.43099
68990,412440,1000,Gd3In12Pt4,ICSD,1.30971,0.546793
68070,634323,1000,Ga16Hf6Pd7,ICSD,1.3097,0.52838
11044,26062,1000,Br11Cs2Re3,ICSD,1.30939,0.680455
10669,83806,1000,BiBr4Te2,ICSD,1.30934,0.429199
72343,639129,1000,HgPPt5,ICSD,1.30928,0.527364
68537,635101,1000,Ga9Pd2Yb3,ICSD,1.30895,0.538245
69992,411620,1000,Ge6Lu4Zn5,ICSD,1.30886,0.58858
72833,36599,1000,I4InLi,ICSD,1.30881,0.599943
499,2310024,1000,AgAuCd2,COD,1.3086,0.457084
11393,49547,1000,Br4OW,ICSD,1.30859,0.603334
72807,418344,700,I3Pb2S2Sb,ICSD,1.30845,0.474701
69382,636735,1000,Ge13Ir4Sm3,ICSD,1.30818,0.618642
72367,247764,700,HgSe4SnTl2,ICSD,1.30817,0.316171
80075,648365,700,Pb2Pd3Se2,ICSD,1.30815,0.367535
64413,415755,1000,Dy3Ge6Pt4,ICSD,1.30804,0.652274
55352,108178,1000,CPbPd3,ICSD,1.30784,0.62417
63119,154741,1000,Cu3ErTe3,ICSD,1.30774,0.550016
64912,425797,1000,Er4Ge6Zn5,ICSD,1.30764,0.583457
4898,411183,1000,Au4In7La3,ICSD,1.3076,0.6234
68402,4304492,1000,Ga4NaNdSe8,COD,1.30727,0.5691
68227,1522721,1000,Ga2Os,COD,1.3072,0.542711
80146,648357,1000,PbPd3,ICSD,1.30701,0.513115
4880,1510519,1000,Au3Zn,COD,1.30688,0.524563
57041,4000658,700,CdSnTe4Tl2,COD,1.30687,0.251765
11528,408596,1000,Br6Se8Ta3,ICSD,1.30672,0.503171
70272,4000661,700,GeMnTe4Tl2,COD,1.30648,0.286548
4724,4317042,1000,Au2In4Yb,COD,1.30638,0.53061
4848,4304502,700,Au3KSn3,COD,1.30637,0.494945
56474,58983,1000,Cd2Hg,ICSD,1.30624,0.430981
63274,154742,1000,Cu3Te3Tm,ICSD,1.30616,0.554351
56867,8009,1000,CdI3Tl,ICSD,1.30611,0.470762
73188,640301,1000,In3Pt2,ICSD,1.30601,0.443759
68129,1522868,1000,Ga2Hf,COD,1.30582,0.591371
81832,1521988,1000,TeTl,COD,1.30577,0.391613
10325,415012,1000,Bi2I9Tl3,ICSD,1.30573,0.424906
64584,187957,1000,DyIn4Pt4,ICSD,1.30573,0.532645
57560,161868,1000,CeGe3Ir,ICSD,1.30568,0.62903
73717,183636,1000,Ir2UZn20,ICSD,1.30553,0.506507
76585,4000662,700,MnSnTe4Tl2,COD,1.30545,0.293759
68440,1523046,1000,Ga5Ir3,COD,1.30545,0.537556
4040,609975,1000,AsCdPt5,ICSD,1.30542,0.472003
80879,65822,1000,Re3Se6Tl2,ICSD,1.30537,0.548456
11460,78768,1000,Br6CaTh,ICSD,1.30532,0.643656
63152,416814,1000,Cu3Ga8W2,ICSD,1.30503,0.524439
72017,251139,700,Hf7Pb2Se25Tl18,ICSD,1.30493,0.42024
4723,4333318,1000,Au2In4Pr,COD,1.30491,0.555466
5377,1510306,1000,AuSn2,COD,1.30472,0.387865
57334,150777,1000,Ce4Pt12Sn25,ICSD,1.3047,0.52544
64283,629347,700,CuTe3Tl4,ICSD,1.3046,0.307927
10324,1521926,1000,Bi2I9Rb3,COD,1.30454,0.659123
62876,54594,1000,Cu2HfIn,ICSD,1.30436,0.550231
64169,152521,700,CuPbSe3Yb,ICSD,1.30436,0.48799
80643,9012387,1000,Pt5Se4,COD,1.30401,0.457593
63643,4507418,1000,CuGa3Yb,COD,1.30377,0.535865
11359,26060,1000,Br4CsRe,ICSD,1.30371,0.689306
80131,1522492,1000,Pb5Rh4,COD,1.30355,0.576622
11530,78769,1000,Br6SrTh,ICSD,1.30354,0.649221
69381,636725,1000,Ge13Ir4Pr3,ICSD,1.30351,0.6258
10200,77842,1000,Bi23V4,ICSD,1.30342,0.504324
11548,420139,700,Br7Hg6InSb4,ICSD,1.30335,0.381154
4722,4333319,1000,Au2In4Nd,COD,1.30318,0.557564
72152,107452,1000,Hg19Rb5,ICSD,1.30314,0.643202
11081,77666,1000,Br18CsErTa6,ICSD,1.30313,0.650412
79747,290755,1000,Os2UZn20,ICSD,1.30297,0.512336
11329,31588,1000,Br3Pu,ICSD,1.3028,0.65796
5126,4508132,1000,AuEuIn4,COD,1.30274,0.558325
72931,4312159,1000,I8Se9Ta4,COD,1.30261,0.558096
68466,180364,1000,Ga5Pt,ICSD,1.30259,0.48705
11402,1527306,1000,Br4SW,COD,1.30251,0.594051
73136,9009034,1000,In2Pt,COD,1.30249,0.427528
57872,622280,1000,CeTe2Tl,ICSD,1.30231,0.634125
72262,107483,1000,Hg7Rb2,ICSD,1.30228,0.645652
538,412371,700,AgBi2ClSe3,ICSD,1.30219,0.460543
73306,8100596,1000,In7Pt3,COD,1.30159,0.426971
4819,1510492,1000,Au3Cu,COD,1.3013,0.557094
67267,53544,1000,Fe2Se2Tl,ICSD,1.30102,0.600879
69380,636718,1000,Ge13Ir4Nd3,ICSD,1.30099,0.623246
69714,161873,1000,Ge3IrLa,ICSD,1.30087,0.633298
3743,413988,700,As4Br7Hg6Yb,ICSD,1.30074,0.444668
10668,8103605,1000,BiBr3,COD,1.3005,0.465422
4732,1510429,1000,Au2InTb,COD,1.30036,0.621962
78206,86174,1000,Ni2SeTaTe,ICSD,1.30009,0.633812
10763,9014412,1000,BiCu6Se6,COD,1.30008,0.426397
76533,643377,1000,MnPtSb,ICSD,1.30003,0.658116
67570,4318855,1000,FeGa6Ge6Tb4,COD,1.29915,0.571035
56569,76500,700,Cd3Sb3Tl2,ICSD,1.29906,0.293188
4367,413600,1000,AsK3Se11Ta2,ICSD,1.29904,0.65811
73028,60491,1000,ITl,ICSD,1.2989,0.432704
11539,408570,1000,Br7CuW3,ICSD,1.29866,0.59722
72093,237510,700,HfPbSe4Tl2,ICSD,1.29848,0.420601
11497,1011312,1000,Br6K2Os,COD,1.29845,0.667046
73340,59501,1000,In9Pt13,ICSD,1.29842,0.428134
80265,648843,700,Pd3Se2Tl2,ICSD,1.29833,0.367451
68115,413535,1000,Ga2Ge3Yb,ICSD,1.2983,0.515663
5206,2206809,1000,AuI3Rb,COD,1.29829,0.66078
81798,653096,1000,Te2TlTm,ICSD,1.29818,0.588687
11451,151988,1000,Br5Sn2Tl,ICSD,1.29809,0.431377
59433,414220,1000,ClIn5Se5,ICSD,1.298,0.432582
10675,171726,700,BiBrCdSe2,ICSD,1.29781,0.370993
5217,4027821,1000,AuIn2Yb,COD,1.29755,0.601049
72936,1525202,1000,IInTe,COD,1.29748,0.440561
10580,58854,1000,Bi4Rh,ICSD,1.29747,0.458802
63824,82563,700,CuHfSe3Tl,ICSD,1.29745,0.448692
63401,424884,700,Cu5Lu3Se8Tl2,ICSD,1.29744,0.492078
80645,649632,1000,Pt5SiTl,ICSD,1.2973,0.564511
11494,80180,1000,Br6In2Th,ICSD,1.29726,0.520731
73137,59498,1000,In2Pt3,ICSD,1.29722,0.429878
73589,59491,1000,InPt,ICSD,1.29719,0.447893
10190,245517,1000,Bi14Rh3,ICSD,1.2971,0.460251
11038,401906,1000,Br10OTa2Te4,ICSD,1.29702,0.549413
286,5910050,1000,Ag3Hg4,COD,1.29694,0.493397
9354,189362,1000,BaGe7Ir2,ICSD,1.29682,0.591854
78236,66346,1000,Ni2TaTe2,ICSD,1.29664,0.632729
69328,636475,1000,GdTe2Tl,ICSD,1.29663,0.623721
3573,611591,1000,As2YbZn2,ICSD,1.29586,0.564462
10999,617014,700,BiRhSe,ICSD,1.29584,0.391022
3735,33700,700,As4Bi2Br12Hg9,ICSD,1.2955,0.376589
10568,58812,1000,Bi4Mn5Ni2,ICSD,1.2954,0.639696
57240,621211,1000,Ce3Ge13Ir4,ICSD,1.29539,0.62211
73040,1526619,1000,In12K2Se19,COD,1.29537,0.463588
5376,1510301,1000,AuSn,COD,1.29521,0.396344
3547,9016654,1000,As2Pt,COD,1.29519,0.507981
11556,390028,1000,Br7RbW3,ICSD,1.29485,0.682081
11429,237340,700,Br5Hg6Se4Tl,ICSD,1.29477,0.411929
4538,611241,1000,AsPt5Tl,ICSD,1.29472,0.470708
62878,41072,1000,Cu2HfTe3,ICSD,1.29458,0.556135
10310,4313218,700,Bi2GaLa,COD,1.29455,0.503276
10451,42880,1000,Bi2Zr,ICSD,1.29439,0.591633
70419,9008939,1000,GePt,COD,1.29438,0.526912
4882,2105395,1000,Au41Mg13,COD,1.29438,0.658386
72755,1526370,1000,I2Te2Th,COD,1.29429,0.626266
64158,4000521,700,CuPSe3Tl,COD,1.29418,0.38244
63844,154669,700,CuHoPbSe3,ICSD,1.29396,0.479002
57625,161312,1000,CeIn7Pt2,ICSD,1.29395,0.518799
3017,31589,1000,AmBr3,ICSD,1.29384,0.661522
63548,152519,700,CuErPbSe3,ICSD,1.29372,0.478511
72225,247140,1000,Hg3Sr,ICSD,1.29355,0.632123
57384,54670,1000,Ce6In14Pt11,ICSD,1.29349,0.603445
68394,4304490,1000,Ga4LaNaSe8,COD,1.2933,0.554208
64168,152520,700,CuPbSe3Tm,ICSD,1.29313,0.479361
80157,648402,1000,PbPt5Si,ICSD,1.29299,0.572373
59589,75959,700,ClSe2Tl5,ICSD,1.29297,0.410593
62844,656155,700,Cu2GeHgTe4,ICSD,1.29275,0.295721
10989,42549,1000,BiPtTe,ICSD,1.29272,0.466065
69386,636769,1000,Ge13Ir4Yb3,ICSD,1.29247,0.62731
67394,1524707,1000,Fe3Te3Tl,COD,1.29242,0.605497
65309,420215,1000,Eu2Pt3Sn5,ICSD,1.29238,0.592094
504,9003557,1000,AgAuTe2,COD,1.29236,0.463299
69715,168861,1000,Ge3IrSr,ICSD,1.29233,0.630832
11439,74898,1000,Br5NbOTe7,ICSD,1.29211,0.51662
72369,4000660,700,HgSnTe4Tl2,COD,1.29192,0.262494
65219,631187,1000,ErTe2Tl,ICSD,1.29179,0.588462
59914,73319,1000,Co2PdSe12Ta4,ICSD,1.29155,0.582116
10582,236253,1000,Bi4SnTe7,ICSD,1.29153,0.428327
11037,35381,700,Br10O4Pb9,ICSD,1.29147,0.455671
10514,58853,1000,Bi3Rh,ICSD,1.2914,0.467494
78237,82605,1000,Ni2TaTe3,ICSD,1.29113,0.605386
10982,616956,700,BiPdSe,ICSD,1.291,0.388987
63531,152517,700,CuDyPbSe3,ICSD,1.29088,0.480145
4918,1510549,1000,Au5Ca,COD,1.29066,0.627204
80700,9012883,1000,PtSn2,COD,1.29062,0.41814
60268,623084,1000,Co7Ga16Hf6,ICSD,1.29035,0.531704
3089,611145,1000,As12Os4Th,ICSD,1.28994,0.592372
80685,61353,1000,PtSe7Ta2,ICSD,1.28972,0.560521
63149,627446,1000,Cu3Ga8Lu3,ICSD,1.28966,0.551525
68235,1523730,1000,Ga2PdTm,COD,1.28959,0.545963
70420,637640,1000,GePt2,ICSD,1.28939,0.540986
4855,1510506,1000,Au3Mg,COD,1.28936,0.6614
62884,656152,700,Cu2HgSiTe4,ICSD,1.28933,0.32212
5096,611757,1000,AuCu4Gd,ICSD,1.28905,0.634705
4805,1510481,1000,Au3Ba4Ge20,COD,1.28901,0.626325
72934,66032,1000,IIn3Te3,ICSD,1.28899,0.375915
72232,1522354,1000,Hg3Y,COD,1.28887,0.61244
80892,74887,1000,Re6Se8Te7,ICSD,1.2888,0.541198
74688,54799,1000,KSb3Se8Sm2,ICSD,1.28859,0.601569
4616,4334563,1000,Au10Cr4Zn89,COD,1.28804,0.47525
80655,4343873,700,Pt8Sb11Sn14,COD,1.28802,0.314088
63096,601653,700,Cu2Te2Tl,ICSD,1.288,0.351305
5367,1510296,1000,AuSe,COD,1.28796,0.465591
68257,635414,1000,Ga2Se4Yb,ICSD,1.2879,0.532411
4424,610830,1000,AsMgPt5,ICSD,1.28782,0.592211
80610,410419,1000,Pt3Sn5Yb2,ICSD,1.28781,0.554654
81355,76499,700,Sb2TlZn2,ICSD,1.28774,0.295322
10691,171727,700,BiCdISe2,ICSD,1.28763,0.373172
77838,600249,700,NbSe4Tl3,ICSD,1.28719,0.413779
73158,640533,1000,In2Se4Yb,ICSD,1.28639,0.547194
62885,656158,700,Cu2HgSnTe4,ICSD,1.28635,0.298261
67698,26423,1000,FeI3Tl,ICSD,1.28623,0.528891
5019,1510060,700,AuCaIn2,COD,1.2862,0.459798
72275,1523810,1000,HgIn,COD,1.28552,0.421663
68611,60850,1000,GaI4Li,ICSD,1.28543,0.606579
10277,2204243,700,Bi2Cs2Se5Zn,COD,1.28514,0.547335
